customer_id,signup_date,acquisition_channel,region,email_opt_in,acquisition_cost
C004425,2024-12-14,organic,north,1,10.43
C004426,2024-09-20,organic,north,0,6.74
C004427,2024-04-02,paid_search,east,0,39.08
C004428,2023-10-18,referral,north,1,24.97
C004429,2024-01-13,affiliate,south,1,26.2
C004430,2024-05-05,organic,south,1,4.91
C004431,2024-02-28,paid_social,west,1,33.8
C004432,2024-09-04,paid_social,east,0,32.41
C004433,2024-01-31,paid_search,east,1,51.23
C004434,2024-02-04,affiliate,south,1,28.18
C004435,2024-11-27,organic,west,1,14.93
C004436,2023-09-27,referral,east,1,8.12
C004437,2023-01-31,paid_search,north,0,41.74
C004438,2024-05-24,affiliate,west,1,27.87
C004439,2024-02-23,affiliate,south,0,32.57
C004440,2024-07-18,paid_search,north,1,39.91
C004441,2025-01-23,organic,west,0,10.46
C004442,2023-09-01,referral,west,1,16.03
C004443,2024-11-19,referral,west,1,6.5
C004444,2024-12-11,organic,east,1,5.79
C004445,2024-06-15,organic,west,1,11.15
C004446,2024-04-14,paid_social,east,1,26.0
C004447,2024-10-23,organic,north,0,4.31
C004448,2024-01-18,referral,south,1,11.68
C004449,2025-02-16,referral,north,1,9.57
C004450,2024-08-30,paid_social,west,1,36.37
C004451,2024-07-24,paid_social,north,1,35.05
C004452,2024-09-27,referral,north,1,19.53
C004453,2024-06-19,affiliate,south,1,27.19
C004454,2024-11-03,referral,south,0,16.46
C004455,2023-03-08,affiliate,east,1,20.53
C004456,2024-01-20,organic,east,0,10.19
C004457,2024-06-10,paid_search,north,0,41.75
C004458,2023-07-29,paid_search,north,1,31.31
C004459,2024-12-29,organic,west,0,15.86
C004460,2023-02-06,affiliate,west,1,17.1
C004461,2024-08-06,referral,south,0,11.92
C004462,2024-11-18,organic,south,0,9.43
C004463,2024-06-30,paid_social,north,0,41.88
C004464,2023-02-05,referral,west,1,18.22
C004465,2024-01-08,paid_social,north,0,27.5
C004466,2023-07-23,paid_search,south,1,40.78
C004467,2024-07-15,paid_search,east,0,47.12
C004468,2024-11-11,paid_social,north,1,34.91
C004469,2024-09-17,paid_search,south,1,42.51
C004470,2024-01-27,organic,south,1,2.5
C004471,2024-11-07,referral,north,0,12.36
C004472,2023-10-06,paid_search,south,0,48.9
C004473,2023-02-01,organic,east,0,13.16
C004474,2023-09-12,paid_search,north,1,42.42
C004475,2024-10-13,paid_social,west,1,31.77
C004476,2023-05-22,paid_search,east,1,38.38
C004477,2023-07-27,affiliate,south,1,20.67
C004478,2023-05-31,referral,south,1,25.2
C004479,2024-07-18,paid_search,north,0,34.05
C004480,2023-08-19,organic,south,1,2.0
C004481,2023-02-02,affiliate,south,1,25.77
C004482,2023-10-03,referral,east,1,16.81
C004483,2024-02-15,organic,west,1,3.57
C004484,2023-06-09,paid_search,south,0,37.61
C004485,2023-10-29,organic,west,1,2.0
C004486,2024-06-23,paid_search,west,1,40.44
C004487,2023-04-13,organic,south,0,4.55
C004488,2024-05-16,paid_search,west,0,45.35
C004489,2024-05-12,paid_social,north,0,35.87
C004490,2023-01-18,paid_social,east,1,33.55
C004491,2023-09-11,organic,east,1,8.52
C004492,2024-10-17,affiliate,south,1,31.28
C004493,2024-03-27,paid_social,north,1,38.92
C004494,2024-05-08,organic,north,0,5.4
C004495,2023-03-29,organic,west,1,2.0
C004496,2023-12-01,organic,south,0,2.0
C004497,2024-03-29,affiliate,south,0,21.3
C004498,2024-12-27,referral,west,1,16.5
C004499,2024-12-16,organic,east,1,8.84
C004500,2024-07-12,organic,west,1,13.9
C004501,2024-08-25,paid_search,east,1,43.09
C004502,2023-04-14,organic,east,1,7.32
C004503,2024-04-26,paid_search,south,1,40.99
C004504,2024-05-23,affiliate,east,1,26.17
C004505,2024-12-04,paid_search,east,1,32.9
C004506,2023-04-17,paid_social,south,1,39.89
C004507,2023-06-29,organic,east,1,7.66
C004508,2023-03-26,organic,north,1,5.72
C004509,2023-02-10,organic,north,0,12.98
C004510,2024-01-05,paid_social,south,1,36.51
C004511,2025-01-04,organic,north,1,18.68
C004512,2024-12-14,organic,west,1,6.05
C004513,2023-11-14,referral,north,1,9.06
C004514,2024-05-14,paid_search,south,1,43.59
C004515,2024-07-02,paid_search,south,1,39.35
C004516,2024-12-14,paid_social,east,1,38.7
C004517,2024-02-01,paid_search,south,1,47.19
C004518,2023-12-29,organic,south,1,8.89
C004519,2024-11-14,paid_social,east,0,35.25
C004520,2024-05-03,organic,south,1,15.49
C004521,2024-07-07,paid_search,west,1,40.32
C004522,2024-04-03,paid_search,south,1,38.05
C004523,2025-01-14,affiliate,north,0,24.97
C004524,2023-07-03,paid_search,north,1,47.07
C004525,2024-09-15,referral,east,1,16.75
C004526,2024-02-14,paid_search,east,1,41.38
C004527,2023-07-01,referral,west,1,20.57
C004528,2023-09-20,affiliate,north,1,29.0
C004529,2024-03-30,affiliate,south,1,26.63
C004530,2023-04-06,paid_social,west,1,35.95
C004531,2023-01-22,referral,east,1,14.25
C004532,2024-03-26,paid_social,east,1,27.02
C004533,2023-11-13,paid_search,west,1,41.74
C004534,2024-09-23,organic,north,1,11.66
C004535,2023-10-15,organic,south,0,2.71
C004536,2025-01-17,organic,north,0,6.01
C004537,2024-07-10,paid_social,south,1,30.1
C004538,2024-06-19,organic,south,1,9.62
C004539,2024-04-19,referral,east,0,14.08
C004540,2023-05-07,referral,west,0,17.72
C004541,2024-04-11,paid_search,east,1,50.66
C004542,2023-09-28,paid_search,south,1,36.73
C004543,2024-09-10,referral,north,0,19.9
C004544,2023-12-24,affiliate,south,1,26.49
C004545,2024-05-05,paid_search,east,1,45.5
C004546,2023-06-11,organic,west,0,10.2
C004547,2023-03-25,paid_search,south,1,42.34
C004548,2024-03-14,referral,south,0,13.57
C004549,2025-01-26,affiliate,east,1,22.68
C004550,2024-07-07,organic,west,1,6.73
C004551,2023-03-01,affiliate,east,1,38.27
C004552,2024-04-17,paid_social,west,1,36.0
C004553,2024-05-02,paid_social,east,1,37.58
C004554,2024-12-06,organic,west,1,6.15
C004555,2024-01-04,paid_social,south,0,36.36
C004556,2024-12-04,organic,north,1,15.78
C004557,2023-06-13,referral,east,1,19.3
C004558,2023-12-17,affiliate,west,0,21.81
C004559,2023-07-30,affiliate,north,1,29.45
C004560,2024-07-17,organic,west,1,7.86
C004561,2023-11-27,affiliate,south,1,28.19
C004562,2024-08-24,paid_search,south,1,40.48
C004563,2024-02-20,paid_search,east,1,40.5
C004564,2023-07-21,organic,south,0,14.03
C004565,2024-09-20,paid_search,south,1,46.8
C004566,2023-05-30,organic,north,1,7.35
C004567,2023-05-21,referral,south,1,11.55
C004568,2023-11-11,paid_search,south,1,44.19
C004569,2023-02-13,organic,north,0,11.28
C004570,2023-07-14,referral,south,1,11.17
C004571,2023-06-21,paid_social,north,0,30.46
C004572,2023-12-26,referral,east,1,19.38
C004573,2024-06-23,paid_social,west,0,39.71
C004574,2023-01-04,paid_search,west,1,49.58
C004575,2024-06-27,organic,east,1,3.0
C004576,2024-02-17,paid_social,east,1,36.85
C004577,2024-08-07,paid_search,south,1,47.1
C004578,2023-10-02,organic,east,1,4.54
C004579,2024-05-20,paid_social,west,0,37.77
C004580,2025-01-09,referral,south,1,8.07
C004581,2024-04-21,organic,east,1,2.0
C004582,2024-05-23,organic,north,1,13.67
C004583,2025-02-21,affiliate,south,1,21.7
C004584,2024-01-28,organic,west,0,16.37
C004585,2023-08-01,referral,south,0,12.61
C004586,2025-01-07,organic,west,1,5.43
C004587,2023-09-16,referral,west,1,8.93
C004588,2023-03-13,paid_social,west,1,34.39
C004589,2025-01-11,affiliate,west,1,27.36
C004590,2024-03-15,organic,west,1,19.94
C004591,2023-01-26,affiliate,west,1,27.83
C004592,2023-03-28,organic,west,1,3.53
C004593,2025-02-24,organic,north,1,22.53
C004594,2024-12-21,organic,north,1,3.57
C004595,2023-05-24,affiliate,east,1,29.06
C004596,2023-10-31,organic,east,1,2.0
C004597,2024-09-23,referral,north,0,11.67
C004598,2023-02-06,paid_search,south,1,41.7
C004599,2024-12-18,organic,west,1,9.22
C004600,2023-08-11,affiliate,east,0,25.9
C004601,2023-01-30,organic,east,1,11.6
C004602,2023-09-09,paid_social,east,0,31.04
C004603,2024-12-30,organic,south,0,2.0
C004604,2024-12-08,paid_search,south,0,47.31
C004605,2023-01-14,paid_search,west,1,39.58
C004606,2023-04-25,paid_social,east,0,32.9
C004607,2023-07-18,paid_social,west,0,37.67
C004608,2024-01-28,paid_social,north,0,35.28
C004609,2024-06-14,organic,west,1,5.94
C004610,2023-11-25,paid_search,west,0,49.8
C004611,2024-07-07,organic,north,1,9.95
C004612,2024-11-08,organic,west,1,11.56
C004613,2023-11-19,referral,east,1,16.86
C004614,2025-01-21,paid_search,south,0,44.27
C004615,2023-10-28,organic,west,1,16.1
C004616,2023-09-18,organic,east,0,9.68
C004617,2023-02-24,organic,east,0,14.65
C004618,2023-11-19,paid_social,east,1,32.91
C004619,2025-01-12,referral,south,1,16.89
C004620,2023-06-08,paid_search,north,0,42.1
C004621,2023-08-29,organic,east,0,6.67
C004622,2023-06-17,paid_social,north,1,37.33
C004623,2024-01-02,affiliate,north,1,28.62
C004624,2023-06-14,paid_search,east,1,42.99
C004625,2023-05-24,referral,east,1,13.63
C004626,2023-07-19,referral,south,1,7.07
C004627,2024-09-03,organic,south,0,2.71
C004628,2025-01-22,organic,south,1,5.41
C004629,2023-03-24,paid_search,east,1,43.1
C004630,2024-09-20,paid_search,west,0,34.68
C004631,2023-09-12,organic,north,1,2.15
C004632,2024-09-07,paid_social,north,1,27.92
C004633,2025-01-16,organic,east,1,10.05
C004634,2024-10-29,paid_search,south,0,37.6
C004635,2023-12-01,paid_search,north,1,46.54
C004636,2024-06-22,organic,south,1,11.49
C004637,2023-06-01,paid_search,east,0,46.55
C004638,2025-02-17,paid_search,east,1,50.16
C004639,2025-02-26,paid_search,north,1,40.94
C004640,2024-05-06,paid_search,north,0,49.64
C004641,2024-01-08,affiliate,east,1,28.71
C004642,2024-07-19,organic,south,0,2.0
C004643,2024-05-18,organic,north,0,2.0
C004644,2025-02-15,paid_social,east,1,39.99
C004645,2024-05-05,referral,north,0,12.83
C004646,2023-04-21,paid_search,north,0,41.95
C004647,2024-12-31,paid_social,north,1,29.85
C004648,2025-02-09,affiliate,north,0,27.32
C004649,2024-06-09,organic,east,0,2.9
C004650,2025-02-17,referral,west,1,19.91
C004651,2023-11-27,paid_search,east,0,42.01
C004652,2023-12-10,organic,east,1,7.64
C004653,2023-12-28,paid_social,east,1,30.57
C004654,2025-02-25,referral,east,0,16.62
C004655,2023-11-08,referral,north,1,6.1
C004656,2023-01-09,paid_search,north,1,45.7
C004657,2024-11-18,paid_social,east,1,38.18
C004658,2024-08-29,paid_social,north,1,32.72
C004659,2023-10-18,paid_social,south,1,33.35
C004660,2023-08-26,referral,south,1,12.13
C004661,2024-10-04,paid_search,east,1,49.79
C004662,2023-09-07,paid_search,north,1,38.59
C004663,2023-07-20,paid_search,east,1,42.44
C004664,2024-04-01,organic,east,1,11.59
C004665,2024-06-04,referral,south,1,17.83
C004666,2023-01-19,paid_social,north,0,36.09
C004667,2024-01-02,affiliate,east,1,32.33
C004668,2024-07-02,paid_social,east,1,39.4
C004669,2024-12-19,paid_search,north,1,43.67
C004670,2025-02-03,paid_social,east,1,28.0
C004671,2023-04-20,organic,north,0,3.84
C004672,2024-10-28,paid_search,north,1,40.59
C004673,2023-08-19,organic,south,1,2.0
C004674,2024-10-25,paid_search,south,0,31.49
C004675,2024-10-08,paid_social,west,0,34.08
C004676,2024-06-14,referral,south,1,18.38
C004677,2023-12-02,paid_search,east,1,34.31
C004678,2023-08-29,paid_search,north,0,44.02
C004679,2024-11-06,affiliate,east,1,36.97
C004680,2023-05-26,referral,south,0,23.79
C004681,2024-06-27,referral,east,1,21.4
C004682,2023-06-08,referral,east,1,9.84
C004683,2024-12-20,organic,south,1,11.43
C004684,2024-06-24,referral,north,1,11.14
C004685,2023-08-08,referral,west,1,9.4
C004686,2023-10-30,referral,north,1,15.0
C004687,2023-01-03,affiliate,south,0,28.35
C004688,2023-09-20,paid_search,south,0,42.76
C004689,2024-06-07,referral,east,1,19.13
C004690,2025-02-20,affiliate,south,1,28.87
C004691,2023-03-02,paid_social,north,0,42.24
C004692,2024-09-01,paid_social,south,1,36.11
C004693,2024-06-25,paid_social,north,0,37.28
C004694,2023-06-24,organic,north,1,14.38
C004695,2024-10-13,organic,west,0,8.42
C004696,2024-02-22,paid_social,east,1,40.31
C004697,2023-11-04,referral,west,1,16.57
C004698,2023-04-23,paid_social,north,1,29.25
C004699,2024-06-23,organic,north,0,9.01
C004700,2024-11-30,affiliate,north,1,18.91
C004701,2023-11-09,organic,south,1,12.73
C004702,2024-02-20,paid_social,north,0,39.94
C004703,2025-01-28,paid_search,west,0,35.72
C004704,2023-03-02,organic,south,1,2.0
C004705,2024-09-29,paid_search,east,1,47.39
C004706,2023-06-09,paid_social,west,0,32.12
C004707,2023-02-02,paid_search,east,1,42.96
C004708,2023-04-17,paid_social,east,1,37.57
C004709,2024-09-30,referral,east,1,15.62
C004710,2024-03-05,paid_search,west,1,41.66
C004711,2024-11-24,paid_search,east,1,46.23
C004712,2023-06-12,paid_search,south,1,47.74
C004713,2024-06-30,paid_social,south,0,32.71
C004714,2024-06-28,organic,east,1,11.03
C004715,2024-04-09,referral,south,1,13.83
C004716,2023-04-29,organic,north,1,12.48
C004717,2023-03-18,paid_search,east,1,37.17
C004718,2023-09-13,paid_search,south,1,55.42
C004719,2024-11-05,affiliate,west,0,25.41
C004720,2024-01-14,paid_search,west,1,39.05
C004721,2023-12-06,organic,south,1,11.68
C004722,2023-01-30,organic,west,1,5.78
C004723,2023-05-15,organic,east,1,14.25
C004724,2024-01-24,affiliate,south,1,36.99
C004725,2023-10-08,paid_search,east,1,40.71
C004726,2025-02-06,organic,east,1,10.29
C004727,2025-01-01,organic,west,1,6.43
C004728,2024-07-09,paid_search,west,0,44.88
C004729,2024-03-29,organic,south,1,7.59
C004730,2023-02-05,organic,west,1,2.0
C004731,2023-09-24,referral,east,1,22.39
C004732,2024-05-30,referral,west,0,10.13
C004733,2025-02-17,organic,east,1,2.0
C004734,2025-01-23,paid_search,west,1,51.4
C004735,2024-01-03,organic,north,0,6.91
C004736,2025-01-27,referral,west,1,12.66
C004737,2023-06-26,organic,south,0,10.73
C004738,2024-11-04,paid_search,south,1,40.47
C004739,2023-01-01,referral,east,0,21.74
C004740,2024-04-12,organic,north,0,5.99
C004741,2024-11-19,organic,south,1,10.64
C004742,2025-02-04,referral,west,0,7.69
C004743,2023-09-30,organic,west,1,5.34
C004744,2025-02-12,paid_search,east,1,46.87
C004745,2024-02-02,paid_search,south,0,41.07
C004746,2025-01-14,affiliate,west,1,29.76
C004747,2023-01-20,referral,north,1,11.1
C004748,2024-10-16,paid_social,south,1,27.14
C004749,2024-05-26,affiliate,east,1,32.88
C004750,2023-12-13,referral,north,0,5.83
C004751,2024-02-29,organic,north,1,2.0
C004752,2024-04-12,paid_social,east,1,37.94
C004753,2024-12-09,paid_search,south,1,41.61
C004754,2024-07-17,organic,north,1,12.09
C004755,2023-10-15,referral,east,1,16.16
C004756,2024-09-02,paid_social,north,0,33.84
C004757,2024-07-24,paid_social,north,1,37.24
C004758,2024-08-21,paid_social,south,1,38.2
C004759,2023-01-29,organic,east,1,3.99
C004760,2024-07-04,organic,west,1,2.31
C004761,2023-05-12,referral,west,0,10.2
C004762,2023-03-30,referral,west,0,7.11
C004763,2023-01-27,referral,south,1,14.67
C004764,2023-04-14,affiliate,south,1,20.81
C004765,2023-04-20,affiliate,south,1,27.97
C004766,2023-02-18,paid_social,north,1,36.07
C004767,2024-04-05,affiliate,north,1,24.25
C004768,2023-11-24,paid_search,west,1,41.75
C004769,2024-10-28,organic,north,1,2.0
C004770,2024-02-22,referral,north,1,10.43
C004771,2023-02-15,paid_search,south,1,42.91
C004772,2024-11-14,paid_social,east,1,39.19
C004773,2024-11-02,paid_search,north,1,45.91
C004774,2023-09-19,paid_social,west,1,34.9
C004775,2023-10-19,paid_search,north,0,43.95
C004776,2024-03-01,organic,east,0,16.33
C004777,2024-08-14,affiliate,east,0,31.13
C004778,2024-10-16,referral,east,1,10.26
C004779,2023-07-21,paid_search,east,1,40.16
C004780,2024-04-06,paid_social,south,1,33.89
C004781,2023-08-12,paid_social,east,1,36.53
C004782,2023-03-10,organic,east,0,6.27
C004783,2024-12-09,organic,east,0,9.36
C004784,2023-01-30,paid_social,north,1,28.24
C004785,2024-01-29,paid_search,north,1,44.85
C004786,2023-02-21,paid_social,west,1,34.72
C004787,2023-10-08,organic,east,0,2.66
C004788,2024-09-07,paid_social,east,1,37.66
C004789,2023-03-03,referral,west,1,16.73
C004790,2024-01-27,organic,east,0,2.57
C004791,2023-08-09,paid_social,south,0,31.99
C004792,2023-11-23,referral,south,1,16.19
C004793,2023-07-11,organic,south,1,2.0
C004794,2025-02-14,paid_social,north,1,39.3
C004795,2024-05-03,paid_social,south,0,33.75
C004796,2023-11-28,paid_search,west,1,41.62
C004797,2023-04-10,referral,east,1,10.22
C004798,2024-08-09,organic,east,0,2.0
C004799,2025-01-02,referral,south,1,19.74
C004800,2024-03-28,affiliate,west,1,23.11
C004801,2024-03-13,referral,north,1,9.68
C004802,2023-05-19,organic,south,1,7.69
C004803,2023-11-10,paid_search,west,0,37.56
C004804,2024-01-27,paid_social,south,1,35.01
C004805,2023-03-26,organic,north,0,4.81
C004806,2024-06-17,referral,west,1,13.6
C004807,2023-07-06,affiliate,south,0,26.06
C004808,2023-05-11,paid_search,north,0,34.86
C004809,2024-01-19,paid_social,north,0,37.78
C004810,2024-07-06,organic,south,1,2.0
C004811,2023-04-14,organic,north,1,16.33
C004812,2024-11-24,affiliate,north,0,31.97
C004813,2024-11-22,paid_social,west,1,29.43
C004814,2024-07-26,paid_search,north,1,47.33
C004815,2023-08-31,organic,west,1,6.88
C004816,2023-09-21,affiliate,north,0,26.11
C004817,2023-01-13,paid_social,west,1,38.52
C004818,2023-12-22,paid_social,east,1,34.3
C004819,2023-12-01,organic,north,1,11.47
C004820,2025-01-25,paid_search,south,1,40.82
C004821,2023-11-20,paid_search,north,1,39.42
C004822,2024-11-11,organic,south,0,3.88
C004823,2024-03-03,affiliate,south,0,23.69
C004824,2024-06-21,affiliate,north,1,34.02
C004825,2023-12-29,referral,west,1,6.87
C004826,2024-06-14,paid_search,east,1,32.55
C004827,2023-10-09,organic,east,1,7.16
C004828,2023-12-13,paid_social,north,1,30.86
C004829,2023-06-26,paid_search,north,0,40.2
C004830,2024-09-18,referral,east,1,16.36
C004831,2023-06-26,referral,east,0,16.68
C004832,2024-05-30,organic,east,1,6.59
C004833,2023-01-13,referral,east,1,12.28
C004834,2023-11-16,organic,south,1,4.66
C004835,2024-08-06,paid_social,south,1,27.56
C004836,2024-03-27,paid_search,east,1,39.99
C004837,2024-12-03,affiliate,south,1,36.66
C004838,2023-09-21,paid_search,south,0,38.21
C004839,2023-10-08,paid_search,north,1,46.21
C004840,2024-10-17,organic,north,0,6.41
C004841,2023-12-22,paid_search,west,1,38.98
C004842,2023-05-30,affiliate,south,0,32.57
C004843,2023-08-13,paid_search,east,1,32.56
C004844,2024-05-22,organic,south,1,9.34
C004845,2024-06-03,paid_search,north,0,35.59
C004846,2024-08-11,organic,east,1,3.8
C004847,2023-01-25,referral,west,1,16.02
C004848,2023-08-30,organic,north,1,9.49
C004849,2023-12-17,organic,north,1,10.48
C004850,2024-06-04,organic,south,0,19.85
C004851,2023-12-25,organic,west,0,2.0
C004852,2024-03-01,paid_search,north,0,45.18
C004853,2023-06-13,organic,west,1,9.4
C004854,2024-03-15,organic,west,1,5.11
C004855,2024-08-17,referral,south,1,9.57
C004856,2024-06-14,affiliate,east,1,26.99
C004857,2024-09-14,paid_search,south,1,45.04
C004858,2024-06-14,referral,east,1,13.76
C004859,2023-08-16,paid_social,west,1,43.76
C004860,2023-11-12,paid_search,south,1,38.56
C004861,2023-12-28,organic,north,1,9.59
C004862,2023-01-23,organic,east,0,2.0
C004863,2023-02-01,organic,south,0,14.21
C004864,2023-05-16,paid_social,north,1,40.14
C004865,2024-01-12,organic,north,1,9.87
C004866,2023-03-28,affiliate,west,1,27.75
C004867,2023-04-14,affiliate,north,0,30.9
C004868,2024-04-22,paid_social,west,1,41.61
C004869,2023-08-30,referral,north,1,21.66
C004870,2024-07-18,paid_social,west,1,27.16
C004871,2023-03-05,organic,west,1,10.46
C004872,2023-09-13,affiliate,west,1,22.35
C004873,2024-11-20,referral,north,1,16.88
C004874,2023-12-03,affiliate,west,1,23.19
C004875,2023-01-01,organic,east,1,3.52
C004876,2025-01-11,referral,east,1,22.27
C004877,2023-04-02,paid_search,north,1,45.4
C004878,2024-03-05,organic,north,1,8.77
C004879,2023-12-13,paid_search,north,1,46.6
C004880,2023-11-21,paid_social,south,0,32.76
C004881,2023-07-27,affiliate,east,1,26.34
C004882,2023-08-17,paid_search,south,1,40.22
C004883,2023-01-22,affiliate,east,0,24.12
C004884,2023-10-26,organic,north,1,2.71
C004885,2023-04-03,referral,south,1,16.68
C004886,2023-08-31,paid_social,north,1,39.82
C004887,2024-04-02,referral,north,1,18.86
C004888,2023-01-15,paid_social,north,1,40.83
C004889,2024-01-20,paid_search,east,1,36.77
C004890,2024-02-23,affiliate,north,1,19.97
C004891,2024-04-23,referral,south,1,19.48
C004892,2023-09-25,paid_search,south,0,31.83
C004893,2024-08-01,affiliate,north,0,35.08
C004894,2023-01-21,paid_social,south,1,25.38
C004895,2024-10-27,organic,north,1,8.79
C004896,2023-07-12,paid_social,north,1,26.94
C004897,2024-04-15,referral,north,1,10.12
C004898,2024-02-28,paid_search,south,1,42.46
C004899,2024-08-25,affiliate,west,0,24.96
C004900,2023-03-31,organic,west,0,9.45
C004901,2023-01-19,paid_social,west,1,36.81
C004902,2024-11-02,paid_search,south,1,42.29
C004903,2024-10-05,paid_search,east,1,44.52
C004904,2023-07-28,organic,west,0,15.46
C004905,2024-08-09,organic,north,0,2.0
C004906,2023-10-09,organic,south,1,6.89
C004907,2023-12-07,organic,west,1,6.46
C004908,2024-09-24,referral,east,1,12.03
C004909,2024-07-03,paid_search,west,1,33.65
C004910,2024-06-19,paid_search,west,1,34.57
C004911,2023-01-06,paid_social,east,1,28.98
C004912,2023-04-20,organic,west,1,7.19
C004913,2023-12-05,paid_search,east,1,37.42
C004914,2025-02-27,paid_social,north,1,30.63
C004915,2024-09-02,affiliate,north,1,23.81
C004916,2023-10-18,referral,south,0,12.01
C004917,2023-11-16,referral,east,1,15.16
C004918,2023-09-12,organic,south,1,6.25
C004919,2023-11-11,organic,south,0,11.76
C004920,2023-10-07,referral,south,0,10.23
C004921,2024-08-04,organic,north,1,2.7
C004922,2024-08-08,paid_search,north,0,44.15
C004923,2024-01-15,organic,north,1,8.66
C004924,2024-12-26,organic,west,1,11.81
C004925,2024-01-15,paid_search,south,1,47.06
C004926,2024-07-11,paid_social,west,1,32.28
C004927,2023-12-26,organic,east,1,2.0
C004928,2024-10-01,paid_search,east,0,40.71
C004929,2024-01-20,paid_search,east,1,42.16
C004930,2025-02-20,organic,east,0,4.62
C004931,2024-11-05,organic,east,1,2.73
C004932,2024-10-27,paid_search,west,0,34.08
C004933,2024-01-19,affiliate,north,1,30.2
C004934,2024-02-10,paid_search,east,1,48.7
C004935,2024-10-21,paid_search,south,1,42.36
C004936,2024-08-25,affiliate,south,1,27.67
C004937,2024-11-11,organic,south,1,5.6
C004938,2024-02-25,paid_search,south,1,47.36
C004939,2025-02-12,referral,north,0,16.78
C004940,2024-10-09,paid_search,west,1,42.31
C004941,2024-11-30,paid_social,south,1,32.32
C004942,2023-05-20,organic,west,1,5.29
C004943,2024-02-18,paid_social,west,1,28.06
C004944,2023-05-24,organic,north,1,9.86
C004945,2023-12-26,organic,east,1,3.14
C004946,2024-06-12,affiliate,north,1,21.9
C004947,2024-09-14,referral,north,0,10.15
C004948,2023-11-26,referral,west,1,17.28
C004949,2024-04-11,referral,north,1,15.94
C004950,2024-01-14,paid_social,east,1,42.83
C004951,2024-04-20,paid_search,south,0,37.05
C004952,2023-12-07,affiliate,south,1,20.71
C004953,2024-06-05,referral,west,1,17.3
C004954,2023-09-02,paid_search,south,1,38.71
C004955,2024-02-28,paid_social,south,1,31.03
C004956,2023-04-20,affiliate,south,1,20.87
C004957,2023-02-23,paid_social,west,0,36.97
C004958,2024-11-02,paid_search,south,1,41.76
C004959,2023-07-13,paid_social,south,0,37.63
C004960,2024-11-21,paid_search,west,1,43.46
C004961,2024-10-12,organic,south,1,9.13
C004962,2024-12-04,paid_social,north,1,34.96
C004963,2024-03-04,referral,north,1,21.96
C004964,2025-01-22,organic,west,1,2.0
C004965,2023-07-20,paid_search,west,1,38.42
C004966,2024-10-12,paid_search,north,1,36.55
C004967,2023-02-10,paid_search,west,1,39.4
C004968,2023-10-29,organic,east,1,9.59
C004969,2023-07-21,referral,north,1,12.69
C004970,2025-02-09,paid_search,north,0,42.28
C004971,2024-03-06,paid_search,south,1,35.29
C004972,2024-12-20,paid_search,east,1,36.57
C004973,2024-11-25,paid_social,south,0,29.99
C004974,2025-02-07,organic,north,1,6.59
C004975,2024-12-05,affiliate,east,1,21.8
C004976,2024-08-13,referral,west,1,13.24
C004977,2024-09-21,paid_social,west,1,32.82
C004978,2024-05-07,paid_search,east,1,41.24
C004979,2023-04-06,organic,south,1,7.19
C004980,2023-02-12,affiliate,south,1,24.14
C004981,2023-09-24,referral,east,1,19.53
C004982,2023-07-03,organic,north,1,15.29
C004983,2024-04-27,referral,north,1,10.24
C004984,2024-10-01,referral,north,0,13.43
C004985,2024-07-20,paid_social,west,1,33.68
C004986,2023-08-11,affiliate,east,1,22.57
C004987,2024-11-29,referral,south,1,18.72
C004988,2023-05-24,paid_social,south,0,38.32
C004989,2024-10-19,paid_search,south,0,43.7
C004990,2024-06-08,paid_social,north,0,34.39
C004991,2023-02-17,paid_social,south,1,39.3
C004992,2024-06-03,affiliate,east,1,29.47
C004993,2025-02-27,organic,north,1,8.13
C004994,2024-11-04,organic,east,1,2.0
C004995,2025-01-01,paid_social,west,1,25.42
C004996,2024-08-20,affiliate,south,1,20.53
C004997,2023-11-06,paid_search,east,0,40.45
C004998,2024-05-02,referral,north,1,20.34
C004999,2023-04-14,organic,west,1,6.32
C005000,2024-09-01,paid_social,north,1,31.12
C005001,2024-09-03,organic,west,1,12.38
C005002,2023-09-24,referral,west,1,15.48
C005003,2023-10-09,organic,north,1,5.75
C005004,2024-04-11,paid_social,north,1,32.56
C005005,2024-03-10,organic,east,1,2.0
C005006,2024-01-15,referral,south,1,9.65
C005007,2025-01-01,paid_social,south,0,31.46
C005008,2025-02-10,paid_social,south,1,39.39
C005009,2023-09-14,paid_search,north,1,44.18
C005010,2023-04-27,paid_search,south,1,47.06
C005011,2025-01-30,paid_search,north,0,46.12
C005012,2023-07-10,paid_social,west,0,30.5
C005013,2023-04-04,organic,west,0,12.45
C005014,2024-03-06,organic,east,1,11.27
C005015,2024-09-11,referral,south,1,16.87
C005016,2023-07-26,referral,east,1,17.45
C005017,2023-05-07,organic,south,0,4.81
C005018,2024-01-26,referral,east,0,5.47
C005019,2024-11-15,paid_search,south,1,46.69
C005020,2023-04-26,paid_social,north,1,38.12
C005021,2024-02-15,paid_search,south,1,35.03
C005022,2024-09-06,organic,south,1,6.33
C005023,2023-07-06,paid_social,west,0,38.43
C005024,2023-12-17,organic,west,0,8.51
C005025,2024-03-11,affiliate,east,0,28.13
C005026,2024-07-12,organic,east,0,4.55
C005027,2024-04-30,organic,south,1,3.85
C005028,2023-11-19,organic,west,0,2.0
C005029,2024-12-05,organic,north,1,7.56
