order_id,customer_id,order_date,gross_revenue,returned,net_revenue,gross_margin
O00014579,C001971,2025-01-10,78.32,0,78.32,33.37
O00015076,C002038,2025-01-10,51.11,0,51.11,24.34
O00015816,C002143,2025-01-10,8.0,0,8.0,3.0
O00016560,C002246,2025-01-10,12.55,1,0.0,0.0
O00017363,C002361,2025-01-10,47.01,1,0.0,0.0
O00018719,C002540,2025-01-10,30.29,0,30.29,12.5
O00020275,C002727,2025-01-10,124.29,0,124.29,62.3
O00020435,C002746,2025-01-10,62.78,0,62.78,27.13
O00020497,C002754,2025-01-10,159.0,0,159.0,75.25
O00021235,C002851,2025-01-10,29.12,0,29.12,13.93
O00021618,C002918,2025-01-10,8.0,0,8.0,3.26
O00022137,C002980,2025-01-10,13.92,0,13.92,6.33
O00023275,C003133,2025-01-10,103.29,0,103.29,32.3
O00024909,C003388,2025-01-10,42.42,0,42.42,15.25
O00025618,C003492,2025-01-10,23.8,0,23.8,10.37
O00026017,C003546,2025-01-10,66.45,0,66.45,29.64
O00026441,C003604,2025-01-10,26.21,0,26.21,9.05
O00026852,C003656,2025-01-10,57.25,0,57.25,22.43
O00027643,C003761,2025-01-10,37.86,0,37.86,15.44
O00028938,C003918,2025-01-10,107.38,1,0.0,0.0
O00029035,C003932,2025-01-10,76.89,0,76.89,34.22
O00029186,C003948,2025-01-10,217.35,0,217.35,82.24
O00029671,C004002,2025-01-10,159.88,1,0.0,0.0
O00030670,C004135,2025-01-10,65.63,1,0.0,0.0
O00030739,C004152,2025-01-10,19.82,0,19.82,8.58
O00030918,C004184,2025-01-10,26.74,0,26.74,13.8
O00032108,C004326,2025-01-10,41.95,0,41.95,23.14
O00032813,C004422,2025-01-10,53.33,0,53.33,19.56
O00032844,C004427,2025-01-10,98.91,0,98.91,40.75
O00033683,C004532,2025-01-10,40.99,0,40.99,16.76
O00033764,C004546,2025-01-10,16.13,0,16.13,5.44
O00034253,C004608,2025-01-10,57.76,0,57.76,21.06
O00035755,C004793,2025-01-10,60.94,0,60.94,29.05
O00035786,C004795,2025-01-10,76.09,0,76.09,30.97
O00036011,C004819,2025-01-10,185.01,0,185.01,61.15
O00036293,C004852,2025-01-10,22.17,0,22.17,9.27
O00036531,C004877,2025-01-10,67.33,0,67.33,27.93
O00036858,C004921,2025-01-10,91.73,0,91.73,44.56
O00037326,C004977,2025-01-10,101.51,0,101.51,43.27
O00037415,C004992,2025-01-10,89.8,0,89.8,39.89
O00038476,C005126,2025-01-10,18.39,0,18.39,8.05
O00038715,C005157,2025-01-10,73.05,0,73.05,30.92
O00039669,C005299,2025-01-10,26.64,0,26.64,9.84
O00040322,C005369,2025-01-10,21.19,0,21.19,9.63
O00041371,C005494,2025-01-10,34.49,0,34.49,14.81
O00041482,C005505,2025-01-10,16.82,0,16.82,6.12
O00041906,C005558,2025-01-10,80.57,0,80.57,37.35
O00042142,C005593,2025-01-10,107.96,0,107.96,35.51
O00043170,C005712,2025-01-10,48.64,0,48.64,19.21
O00043326,C005726,2025-01-10,42.23,0,42.23,15.74
O00043768,C005783,2025-01-10,81.8,0,81.8,40.82
O00044266,C005848,2025-01-10,53.44,0,53.44,23.89
O00045103,C005940,2025-01-10,82.75,0,82.75,36.48
O00045145,C005944,2025-01-10,40.08,0,40.08,18.65
O00045350,C005970,2025-01-10,46.56,1,0.0,0.0
O00046131,C006064,2025-01-10,25.19,0,25.19,9.2
O00046755,C006145,2025-01-10,47.13,0,47.13,21.28
O00047596,C006251,2025-01-10,68.49,0,68.49,25.83
O00047834,C006283,2025-01-10,74.12,1,0.0,0.0
O00048044,C006303,2025-01-10,50.09,0,50.09,25.51
O00048361,C006347,2025-01-10,40.81,0,40.81,14.03
O00048892,C006417,2025-01-10,36.27,0,36.27,17.4
O00049158,C006456,2025-01-10,20.38,0,20.38,9.84
O00049163,C006456,2025-01-10,47.49,0,47.49,20.57
O00049867,C006545,2025-01-10,33.47,0,33.47,15.17
O00050536,C006647,2025-01-10,10.29,0,10.29,4.09
O00051441,C006766,2025-01-10,29.49,0,29.49,14.54
O00051608,C006786,2025-01-10,170.04,0,170.04,60.06
O00051743,C006803,2025-01-10,64.54,1,0.0,0.0
O00052598,C006925,2025-01-10,50.36,0,50.36,19.4
O00052676,C006936,2025-01-10,8.31,0,8.31,3.65
O00053348,C007032,2025-01-10,10.55,0,10.55,4.76
O00053575,C007065,2025-01-10,26.36,0,26.36,12.33
O00053748,C007082,2025-01-10,21.88,1,0.0,0.0
O00054012,C007119,2025-01-10,80.11,0,80.11,31.38
O00054095,C007131,2025-01-10,34.7,0,34.7,15.78
O00054738,C007219,2025-01-10,41.97,0,41.97,16.18
O00055024,C007248,2025-01-10,55.72,0,55.72,21.98
O00056323,C007437,2025-01-10,91.46,0,91.46,42.11
O00056721,C007499,2025-01-10,60.65,0,60.65,29.32
O00056776,C007512,2025-01-10,58.27,0,58.27,30.09
O00057490,C007612,2025-01-10,23.76,0,23.76,12.09
O00058811,C007776,2025-01-10,31.51,0,31.51,13.13
O00059701,C007893,2025-01-10,21.88,0,21.88,8.3
O00060153,C007953,2025-01-10,16.52,0,16.52,6.7
O00060241,C007962,2025-01-10,16.49,0,16.49,8.52
O00000070,C000011,2025-01-11,91.03,0,91.03,43.16
O00000728,C000100,2025-01-11,42.33,0,42.33,21.98
O00001173,C000158,2025-01-11,52.35,1,0.0,0.0
O00001495,C000201,2025-01-11,34.17,0,34.17,15.48
O00001656,C000227,2025-01-11,49.59,0,49.59,21.89
O00001754,C000239,2025-01-11,49.43,0,49.43,19.89
O00002028,C000272,2025-01-11,29.01,0,29.01,12.03
O00002360,C000320,2025-01-11,94.37,0,94.37,38.73
O00002429,C000331,2025-01-11,75.52,0,75.52,34.46
O00002667,C000363,2025-01-11,54.61,0,54.61,26.2
O00003526,C000487,2025-01-11,56.84,0,56.84,22.21
O00005848,C000785,2025-01-11,21.5,0,21.5,8.11
O00005984,C000801,2025-01-11,40.99,0,40.99,15.98
O00006510,C000875,2025-01-11,49.75,0,49.75,21.73
O00007042,C000945,2025-01-11,119.98,0,119.98,42.7
O00007537,C001000,2025-01-11,58.45,0,58.45,23.57
O00007611,C001009,2025-01-11,53.03,0,53.03,16.68
O00007671,C001016,2025-01-11,80.93,0,80.93,44.67
O00009230,C001226,2025-01-11,19.6,0,19.6,6.73
O00010124,C001341,2025-01-11,43.23,0,43.23,18.62
O00010380,C001377,2025-01-11,56.06,0,56.06,25.17
O00010442,C001384,2025-01-11,41.82,0,41.82,16.66
O00011546,C001552,2025-01-11,167.47,0,167.47,75.05
O00011590,C001556,2025-01-11,112.7,0,112.7,48.85
O00012590,C001687,2025-01-11,21.03,0,21.03,9.27
O00013427,C001811,2025-01-11,89.59,0,89.59,43.32
O00014825,C002002,2025-01-11,76.3,0,76.3,37.16
O00016067,C002178,2025-01-11,26.45,1,0.0,0.0
O00016243,C002201,2025-01-11,29.38,0,29.38,10.05
O00016296,C002208,2025-01-11,40.06,0,40.06,15.99
O00016642,C002255,2025-01-11,28.85,1,0.0,0.0
O00016735,C002275,2025-01-11,25.92,0,25.92,10.73
O00017334,C002358,2025-01-11,105.88,0,105.88,31.3
O00018841,C002557,2025-01-11,67.99,0,67.99,30.52
O00018873,C002564,2025-01-11,57.32,1,0.0,0.0
O00019346,C002620,2025-01-11,27.87,0,27.87,9.61
O00020160,C002716,2025-01-11,30.23,0,30.23,15.21
O00020283,C002727,2025-01-11,120.37,0,120.37,57.24
O00020854,C002804,2025-01-11,98.82,1,0.0,0.0
O00021367,C002880,2025-01-11,28.03,0,28.03,11.53
O00021596,C002916,2025-01-11,103.14,0,103.14,39.7
O00022425,C003019,2025-01-11,12.45,0,12.45,5.08
O00022491,C003026,2025-01-11,84.2,0,84.2,42.91
O00022830,C003077,2025-01-11,68.41,0,68.41,29.01
O00023298,C003139,2025-01-11,111.56,0,111.56,45.2
O00023368,C003153,2025-01-11,32.72,0,32.72,17.94
O00024573,C003344,2025-01-11,28.49,0,28.49,12.08
O00024796,C003375,2025-01-11,8.0,0,8.0,3.62
O00025078,C003411,2025-01-11,13.14,0,13.14,5.59
O00025186,C003426,2025-01-11,58.2,0,58.2,25.76
O00026078,C003556,2025-01-11,48.44,0,48.44,22.81
O00026605,C003624,2025-01-11,30.05,0,30.05,11.44
O00026882,C003661,2025-01-11,43.35,0,43.35,20.05
O00027387,C003727,2025-01-11,32.13,0,32.13,11.4
O00028403,C003845,2025-01-11,65.45,0,65.45,28.6
O00029155,C003942,2025-01-11,49.79,0,49.79,23.86
O00029509,C003987,2025-01-11,56.49,0,56.49,24.72
O00029606,C003997,2025-01-11,60.86,0,60.86,20.05
O00030328,C004090,2025-01-11,37.04,0,37.04,14.85
O00031283,C004218,2025-01-11,17.74,0,17.74,8.08
O00031391,C004232,2025-01-11,98.05,0,98.05,37.69
O00031560,C004257,2025-01-11,34.88,0,34.88,15.08
O00032196,C004335,2025-01-11,18.18,0,18.18,8.35
O00032201,C004336,2025-01-11,70.62,0,70.62,26.26
O00032233,C004340,2025-01-11,75.83,0,75.83,28.86
O00032511,C004385,2025-01-11,58.08,0,58.08,22.27
O00033176,C004470,2025-01-11,45.77,0,45.77,22.69
O00034035,C004581,2025-01-11,62.48,0,62.48,25.46
O00034200,C004604,2025-01-11,73.83,0,73.83,22.43
O00034239,C004608,2025-01-11,35.22,0,35.22,11.39
O00035914,C004808,2025-01-11,38.04,0,38.04,17.39
O00035963,C004814,2025-01-11,82.01,0,82.01,37.09
O00036793,C004913,2025-01-11,152.1,0,152.1,84.86
O00036950,C004931,2025-01-11,41.63,0,41.63,17.72
O00037104,C004950,2025-01-11,38.11,0,38.11,16.45
O00037205,C004957,2025-01-11,49.66,0,49.66,29.19
O00037806,C005054,2025-01-11,50.35,0,50.35,19.04
O00038094,C005081,2025-01-11,8.0,0,8.0,2.83
O00038660,C005148,2025-01-11,26.56,0,26.56,11.16
O00038761,C005161,2025-01-11,43.84,0,43.84,19.94
O00039373,C005252,2025-01-11,64.23,1,0.0,0.0
O00040180,C005350,2025-01-11,46.5,0,46.5,23.7
O00040590,C005407,2025-01-11,20.12,0,20.12,8.43
O00040714,C005416,2025-01-11,78.27,0,78.27,33.54
O00040787,C005422,2025-01-11,91.71,0,91.71,35.82
O00040974,C005443,2025-01-11,52.5,0,52.5,19.53
O00041142,C005466,2025-01-11,23.01,0,23.01,10.04
O00041174,C005469,2025-01-11,66.47,0,66.47,30.87
O00041181,C005469,2025-01-11,43.09,0,43.09,20.33
O00043835,C005792,2025-01-11,62.23,0,62.23,28.28
O00044057,C005823,2025-01-11,11.44,0,11.44,5.51
O00044084,C005826,2025-01-11,99.38,0,99.38,44.16
O00045085,C005938,2025-01-11,16.84,0,16.84,7.42
O00045755,C006017,2025-01-11,49.12,0,49.12,22.71
O00047899,C006290,2025-01-11,96.38,0,96.38,39.81
O00048017,C006301,2025-01-11,51.1,0,51.1,22.7
O00048100,C006309,2025-01-11,83.69,0,83.69,43.59
O00048291,C006337,2025-01-11,127.4,0,127.4,56.82
O00048677,C006381,2025-01-11,18.87,0,18.87,8.4
O00049925,C006557,2025-01-11,33.04,0,33.04,15.94
O00050995,C006704,2025-01-11,109.98,0,109.98,50.39
O00051498,C006771,2025-01-11,141.37,0,141.37,64.59
O00052033,C006837,2025-01-11,121.36,0,121.36,54.35
O00052444,C006897,2025-01-11,49.04,0,49.04,20.37
O00052888,C006969,2025-01-11,49.85,0,49.85,19.72
O00053195,C007011,2025-01-11,146.79,0,146.79,50.15
O00053593,C007067,2025-01-11,29.06,0,29.06,12.7
O00053700,C007077,2025-01-11,72.69,0,72.69,33.14
O00053817,C007090,2025-01-11,132.3,0,132.3,55.73
O00053870,C007099,2025-01-11,11.68,0,11.68,5.96
O00055155,C007272,2025-01-11,83.7,0,83.7,42.39
O00056114,C007406,2025-01-11,36.79,0,36.79,15.3
O00056552,C007473,2025-01-11,55.35,0,55.35,28.02
O00056577,C007477,2025-01-11,32.62,0,32.62,14.87
O00057465,C007610,2025-01-11,55.91,0,55.91,26.43
O00058392,C007726,2025-01-11,33.85,0,33.85,16.81
O00058457,C007736,2025-01-11,82.99,0,82.99,28.85
O00059150,C007811,2025-01-11,24.85,0,24.85,9.31
O00059246,C007827,2025-01-11,25.69,1,0.0,0.0
O00059290,C007835,2025-01-11,56.39,0,56.39,24.58
O00059292,C007835,2025-01-11,115.19,0,115.19,56.35
O00059750,C007900,2025-01-11,20.47,0,20.47,8.56
O00059963,C007926,2025-01-11,39.8,1,0.0,0.0
O00060365,C007975,2025-01-11,52.33,0,52.33,17.17
O00000325,C000047,2025-01-12,86.98,0,86.98,40.73
O00000365,C000055,2025-01-12,134.94,0,134.94,63.59
O00000915,C000123,2025-01-12,63.5,0,63.5,23.69
O00001033,C000139,2025-01-12,19.28,0,19.28,9.57
O00001718,C000237,2025-01-12,81.11,0,81.11,36.2
O00001945,C000264,2025-01-12,49.26,0,49.26,26.02
O00002170,C000294,2025-01-12,46.26,0,46.26,21.79
O00003573,C000494,2025-01-12,80.91,0,80.91,32.24
O00003707,C000524,2025-01-12,14.93,1,0.0,0.0
O00003721,C000526,2025-01-12,63.94,0,63.94,34.49
O00003862,C000550,2025-01-12,21.0,0,21.0,8.48
O00003979,C000564,2025-01-12,64.75,1,0.0,0.0
O00006095,C000814,2025-01-12,50.95,0,50.95,25.65
O00006863,C000921,2025-01-12,66.28,0,66.28,26.77
O00006916,C000929,2025-01-12,55.66,0,55.66,27.93
O00007136,C000955,2025-01-12,52.06,0,52.06,25.22
O00007473,C000992,2025-01-12,41.83,0,41.83,16.04
O00008328,C001099,2025-01-12,27.29,0,27.29,10.47
O00008639,C001146,2025-01-12,83.04,0,83.04,37.91
O00008796,C001170,2025-01-12,23.73,0,23.73,10.17
O00008856,C001178,2025-01-12,25.02,0,25.02,11.29
O00009108,C001208,2025-01-12,57.23,0,57.23,26.17
O00009248,C001226,2025-01-12,99.65,0,99.65,41.1
O00010821,C001440,2025-01-12,77.14,0,77.14,35.76
O00010864,C001447,2025-01-12,36.04,0,36.04,15.92
O00011017,C001466,2025-01-12,74.08,0,74.08,26.28
O00012009,C001616,2025-01-12,60.81,0,60.81,32.88
O00013059,C001756,2025-01-12,55.64,0,55.64,26.87
O00014135,C001905,2025-01-12,54.4,0,54.4,25.35
O00014308,C001931,2025-01-12,22.43,0,22.43,8.51
O00015256,C002067,2025-01-12,57.73,0,57.73,24.92
O00015323,C002074,2025-01-12,131.95,0,131.95,67.38
O00015859,C002147,2025-01-12,43.27,0,43.27,17.53
O00016041,C002170,2025-01-12,16.99,0,16.99,6.87
O00016308,C002209,2025-01-12,74.67,0,74.67,30.99
O00016973,C002306,2025-01-12,8.39,0,8.39,3.67
O00017876,C002434,2025-01-12,24.47,0,24.47,10.15
O00018854,C002562,2025-01-12,84.51,0,84.51,36.27
O00019604,C002647,2025-01-12,122.69,0,122.69,56.28
O00019705,C002658,2025-01-12,94.16,0,94.16,35.64
O00020024,C002700,2025-01-12,24.38,0,24.38,9.71
O00020127,C002712,2025-01-12,121.58,1,0.0,0.0
O00020601,C002766,2025-01-12,308.22,0,308.22,119.19
O00020900,C002808,2025-01-12,83.59,0,83.59,31.12
O00021041,C002828,2025-01-12,54.72,0,54.72,20.05
O00022608,C003038,2025-01-12,113.5,0,113.5,42.72
O00022647,C003043,2025-01-12,24.13,0,24.13,12.79
O00022988,C003096,2025-01-12,29.93,0,29.93,14.91
O00023152,C003118,2025-01-12,14.29,0,14.29,4.56
O00023157,C003120,2025-01-12,67.4,0,67.4,35.02
O00023809,C003230,2025-01-12,15.91,0,15.91,7.05
O00023953,C003248,2025-01-12,39.17,1,0.0,0.0
O00024370,C003317,2025-01-12,100.0,0,100.0,40.3
O00024642,C003351,2025-01-12,11.52,0,11.52,5.01
O00024659,C003353,2025-01-12,88.21,0,88.21,41.45
O00024838,C003378,2025-01-12,15.62,0,15.62,8.01
O00025100,C003414,2025-01-12,57.06,0,57.06,20.68
O00025172,C003425,2025-01-12,81.36,0,81.36,31.26
O00025825,C003522,2025-01-12,165.27,0,165.27,60.5
O00025904,C003530,2025-01-12,28.19,0,28.19,15.04
O00026288,C003585,2025-01-12,40.21,0,40.21,19.1
O00027248,C003709,2025-01-12,82.09,0,82.09,36.61
O00028844,C003907,2025-01-12,68.29,0,68.29,35.69
O00028983,C003922,2025-01-12,92.14,0,92.14,32.82
O00029783,C004016,2025-01-12,35.92,0,35.92,16.6
O00030939,C004186,2025-01-12,63.0,0,63.0,26.82
O00031270,C004216,2025-01-12,81.38,0,81.38,32.67
O00031873,C004297,2025-01-12,42.63,0,42.63,16.03
O00031998,C004312,2025-01-12,32.8,0,32.8,16.04
O00032447,C004376,2025-01-12,18.21,0,18.21,7.76
O00032734,C004412,2025-01-12,74.89,0,74.89,28.7
O00033179,C004470,2025-01-12,95.36,0,95.36,35.73
O00033317,C004490,2025-01-12,93.39,0,93.39,40.45
O00033570,C004517,2025-01-12,157.16,0,157.16,64.23
O00033701,C004534,2025-01-12,38.39,0,38.39,18.81
O00035540,C004770,2025-01-12,90.45,0,90.45,37.2
O00035728,C004790,2025-01-12,21.9,0,21.9,10.62
O00036085,C004828,2025-01-12,44.15,0,44.15,18.52
O00036687,C004897,2025-01-12,17.63,0,17.63,7.94
O00037057,C004947,2025-01-12,124.59,0,124.59,51.22
O00037069,C004948,2025-01-12,42.28,1,0.0,0.0
O00037140,C004952,2025-01-12,64.01,0,64.01,27.99
O00037422,C004995,2025-01-12,46.13,1,0.0,0.0
O00037821,C005055,2025-01-12,164.23,0,164.23,64.14
O00038875,C005179,2025-01-12,139.0,0,139.0,62.0
O00038951,C005192,2025-01-12,62.99,0,62.99,24.51
O00039364,C005249,2025-01-12,53.39,0,53.39,21.77
O00041532,C005509,2025-01-12,50.88,0,50.88,25.49
O00041726,C005535,2025-01-12,43.0,0,43.0,17.0
O00041812,C005545,2025-01-12,98.29,0,98.29,52.54
O00042203,C005599,2025-01-12,95.51,0,95.51,47.44
O00044860,C005914,2025-01-12,91.91,0,91.91,36.89
O00045042,C005934,2025-01-12,75.64,0,75.64,39.22
O00045247,C005959,2025-01-12,96.01,0,96.01,44.35
O00045422,C005985,2025-01-12,29.52,0,29.52,13.13
O00046281,C006081,2025-01-12,78.06,0,78.06,26.08
O00047080,C006183,2025-01-12,108.19,0,108.19,36.16
O00047947,C006295,2025-01-12,37.18,0,37.18,15.53
O00048334,C006342,2025-01-12,28.0,0,28.0,11.18
O00048371,C006347,2025-01-12,127.51,0,127.51,66.41
O00048597,C006371,2025-01-12,38.89,0,38.89,16.33
O00048920,C006423,2025-01-12,32.28,0,32.28,11.49
O00049436,C006492,2025-01-12,44.57,1,0.0,0.0
O00049713,C006530,2025-01-12,8.0,0,8.0,3.82
O00050965,C006700,2025-01-12,33.77,0,33.77,16.46
O00050998,C006704,2025-01-12,26.1,0,26.1,10.2
O00051129,C006720,2025-01-12,40.15,0,40.15,19.62
O00051605,C006786,2025-01-12,49.7,0,49.7,23.21
O00051618,C006787,2025-01-12,52.92,0,52.92,25.25
O00051649,C006790,2025-01-12,65.29,0,65.29,28.74
O00051923,C006826,2025-01-12,18.34,0,18.34,8.16
O00051941,C006828,2025-01-12,17.23,0,17.23,6.6
O00052065,C006842,2025-01-12,41.26,0,41.26,17.86
O00052762,C006950,2025-01-12,32.95,0,32.95,14.65
O00053072,C006994,2025-01-12,29.48,0,29.48,13.42
O00053801,C007088,2025-01-12,39.73,0,39.73,14.31
O00054074,C007128,2025-01-12,22.37,0,22.37,10.09
O00054392,C007178,2025-01-12,30.92,0,30.92,12.87
O00056565,C007475,2025-01-12,96.44,0,96.44,36.89
O00057261,C007582,2025-01-12,53.61,0,53.61,25.24
O00057769,C007641,2025-01-12,32.62,0,32.62,15.56
O00058731,C007766,2025-01-12,40.16,0,40.16,15.3
O00058836,C007778,2025-01-12,50.84,0,50.84,23.34
O00059800,C007907,2025-01-12,46.31,0,46.31,20.53
O00060500,C007992,2025-01-12,77.96,0,77.96,37.79
O00000039,C000008,2025-01-13,22.61,0,22.61,7.68
O00000687,C000095,2025-01-13,24.48,0,24.48,9.85
O00001809,C000244,2025-01-13,117.0,0,117.0,49.2
O00001810,C000244,2025-01-13,51.5,0,51.5,20.72
O00002081,C000281,2025-01-13,129.66,0,129.66,57.1
O00002182,C000296,2025-01-13,27.78,0,27.78,10.0
O00002852,C000385,2025-01-13,61.35,0,61.35,22.63
O00003997,C000566,2025-01-13,30.63,0,30.63,13.78
O00004003,C000568,2025-01-13,26.12,0,26.12,12.74
O00004138,C000583,2025-01-13,65.74,0,65.74,30.42
O00004366,C000614,2025-01-13,27.53,0,27.53,13.74
O00004367,C000614,2025-01-13,55.21,0,55.21,27.08
O00005389,C000725,2025-01-13,82.69,0,82.69,33.14
O00005642,C000757,2025-01-13,46.14,0,46.14,21.96
O00005666,C000761,2025-01-13,92.99,0,92.99,44.79
O00006011,C000805,2025-01-13,44.56,0,44.56,20.12
O00006388,C000854,2025-01-13,212.95,0,212.95,93.17
O00006533,C000877,2025-01-13,61.98,0,61.98,28.69
O00006944,C000932,2025-01-13,21.03,0,21.03,10.01
O00007167,C000959,2025-01-13,73.02,0,73.02,30.5
O00007251,C000970,2025-01-13,31.73,1,0.0,0.0
O00008448,C001118,2025-01-13,58.48,0,58.48,31.17
O00008729,C001160,2025-01-13,37.87,0,37.87,17.35
O00008746,C001162,2025-01-13,47.6,0,47.6,19.68
O00008971,C001194,2025-01-13,67.81,0,67.81,33.48
O00009156,C001216,2025-01-13,58.04,0,58.04,19.7
O00010007,C001328,2025-01-13,26.62,0,26.62,12.04
O00010204,C001354,2025-01-13,62.67,0,62.67,28.07
O00010511,C001395,2025-01-13,65.9,0,65.9,34.6
O00010534,C001400,2025-01-13,57.81,0,57.81,23.85
O00010541,C001400,2025-01-13,64.19,0,64.19,27.96
O00011290,C001504,2025-01-13,155.09,0,155.09,72.27
O00011430,C001526,2025-01-13,57.37,0,57.37,27.68
O00011598,C001558,2025-01-13,30.05,0,30.05,12.46
O00011726,C001570,2025-01-13,80.42,0,80.42,40.92
O00012498,C001675,2025-01-13,100.9,0,100.9,42.1
O00012504,C001675,2025-01-13,84.78,0,84.78,42.32
O00012646,C001695,2025-01-13,35.35,0,35.35,12.96
O00012758,C001710,2025-01-13,38.89,0,38.89,23.44
O00012962,C001743,2025-01-13,82.99,0,82.99,37.77
O00013126,C001765,2025-01-13,100.11,0,100.11,42.17
O00013277,C001786,2025-01-13,56.78,0,56.78,23.16
O00013344,C001797,2025-01-13,53.94,0,53.94,19.41
O00013531,C001830,2025-01-13,79.6,0,79.6,37.59
O00014224,C001917,2025-01-13,84.65,0,84.65,38.19
O00014408,C001947,2025-01-13,26.85,0,26.85,7.38
O00014811,C002001,2025-01-13,60.29,0,60.29,29.83
O00016396,C002222,2025-01-13,92.83,1,0.0,0.0
O00016419,C002230,2025-01-13,36.1,0,36.1,16.94
O00016592,C002249,2025-01-13,55.55,0,55.55,23.48
O00017105,C002324,2025-01-13,94.28,0,94.28,41.85
O00017731,C002410,2025-01-13,20.98,0,20.98,7.48
O00018017,C002451,2025-01-13,97.32,1,0.0,0.0
O00018642,C002526,2025-01-13,19.05,0,19.05,8.57
O00018979,C002573,2025-01-13,12.9,0,12.9,4.86
O00019130,C002591,2025-01-13,82.63,0,82.63,28.02
O00019197,C002597,2025-01-13,20.82,0,20.82,9.4
O00019610,C002647,2025-01-13,71.5,0,71.5,30.32
O00020053,C002702,2025-01-13,35.99,0,35.99,11.35
O00020496,C002754,2025-01-13,115.35,0,115.35,59.49
O00020538,C002757,2025-01-13,66.32,0,66.32,37.28
O00020872,C002805,2025-01-13,22.95,0,22.95,9.1
O00021668,C002927,2025-01-13,59.9,0,59.9,27.54
O00021841,C002947,2025-01-13,27.21,0,27.21,12.85
O00023405,C003158,2025-01-13,63.54,0,63.54,26.52
O00025105,C003414,2025-01-13,173.8,0,173.8,58.5
O00025118,C003416,2025-01-13,124.27,0,124.27,52.75
O00025881,C003527,2025-01-13,88.84,0,88.84,37.43
O00026121,C003565,2025-01-13,76.3,0,76.3,23.08
O00026194,C003576,2025-01-13,47.12,0,47.12,20.8
O00026361,C003593,2025-01-13,36.64,0,36.64,16.41
O00027373,C003725,2025-01-13,61.38,0,61.38,24.92
O00027558,C003747,2025-01-13,44.0,1,0.0,0.0
O00028261,C003834,2025-01-13,157.88,0,157.88,75.56
O00028367,C003841,2025-01-13,63.19,0,63.19,32.45
O00028834,C003906,2025-01-13,124.83,0,124.83,52.99
O00029161,C003943,2025-01-13,86.84,0,86.84,35.74
O00029388,C003974,2025-01-13,15.26,0,15.26,6.6
O00031170,C004210,2025-01-13,117.82,0,117.82,49.01
O00031314,C004221,2025-01-13,42.14,0,42.14,15.63
O00031534,C004254,2025-01-13,16.36,0,16.36,7.24
O00032055,C004317,2025-01-13,16.68,0,16.68,7.46
O00032347,C004358,2025-01-13,86.95,0,86.95,39.28
O00032598,C004395,2025-01-13,39.72,0,39.72,20.69
O00033063,C004453,2025-01-13,102.34,0,102.34,41.5
O00034033,C004581,2025-01-13,75.59,0,75.59,27.99
O00034163,C004598,2025-01-13,57.18,0,57.18,27.37
O00034245,C004608,2025-01-13,17.53,1,0.0,0.0
O00034319,C004617,2025-01-13,78.87,0,78.87,35.23
O00034850,C004688,2025-01-13,38.77,0,38.77,15.41
O00035342,C004745,2025-01-13,59.15,0,59.15,26.18
O00036233,C004844,2025-01-13,28.36,1,0.0,0.0
O00036913,C004926,2025-01-13,34.2,0,34.2,12.63
O00037238,C004961,2025-01-13,49.73,0,49.73,20.48
O00038501,C005128,2025-01-13,42.74,0,42.74,19.86
O00038502,C005128,2025-01-13,91.72,0,91.72,31.47
O00038589,C005140,2025-01-13,41.78,1,0.0,0.0
O00039159,C005223,2025-01-13,27.56,0,27.56,13.04
O00040414,C005384,2025-01-13,45.13,0,45.13,18.31
O00040699,C005415,2025-01-13,20.18,0,20.18,8.84
O00040744,C005418,2025-01-13,52.74,0,52.74,28.24
O00040803,C005422,2025-01-13,41.6,0,41.6,14.47
O00041204,C005471,2025-01-13,89.01,0,89.01,36.27
O00041776,C005538,2025-01-13,64.67,0,64.67,28.6
O00041834,C005548,2025-01-13,101.24,0,101.24,43.28
O00042021,C005573,2025-01-13,42.52,0,42.52,20.68
O00042201,C005599,2025-01-13,95.17,0,95.17,52.77
O00043269,C005721,2025-01-13,56.55,0,56.55,22.43
O00044234,C005846,2025-01-13,105.97,0,105.97,47.38
O00044338,C005854,2025-01-13,99.91,0,99.91,34.1
O00044664,C005890,2025-01-13,85.28,0,85.28,43.46
O00045275,C005963,2025-01-13,19.87,0,19.87,12.06
O00045564,C005997,2025-01-13,20.32,0,20.32,9.3
O00046094,C006061,2025-01-13,49.87,0,49.87,19.33
O00046233,C006077,2025-01-13,101.28,0,101.28,50.65
O00046564,C006120,2025-01-13,42.55,0,42.55,22.69
O00047412,C006231,2025-01-13,46.82,0,46.82,21.62
O00047849,C006284,2025-01-13,14.17,0,14.17,4.39
O00047904,C006290,2025-01-13,69.5,0,69.5,27.85
O00048560,C006368,2025-01-13,112.98,0,112.98,52.83
O00048663,C006379,2025-01-13,59.44,0,59.44,21.44
O00049212,C006467,2025-01-13,110.12,0,110.12,58.43
O00049621,C006518,2025-01-13,16.4,1,0.0,0.0
O00050444,C006627,2025-01-13,40.07,0,40.07,19.66
O00051250,C006737,2025-01-13,69.59,0,69.59,27.37
O00051640,C006789,2025-01-13,45.22,0,45.22,20.96
O00052019,C006837,2025-01-13,89.78,1,0.0,0.0
O00052039,C006838,2025-01-13,27.5,0,27.5,13.29
O00053789,C007087,2025-01-13,111.76,0,111.76,41.32
O00053997,C007117,2025-01-13,82.51,0,82.51,27.09
